,business_id,review_count,rating,transactions
85,udTElvk-nhIz7RB0iL_J9Q,61,3.5,"['delivery', 'pickup']"
86,wP3J9n3aPb26HG7GUfVbdQ,78,4.0,['delivery']
87,c_4jcVtXphf84EwkmjTZUA,71,2.5,[]
88,8gYIukYNei5Dz2m_s5bNUQ,3,1.0,[]
89,rEtN1jn6KD29ou2bwMprcQ,29,4.0,['delivery']
90,E--vwmk9Oq0CMTvmBAbtiQ,22,2.0,['delivery']
91,zaQIBLzooK8MzfM8IhnLRg,71,3.0,"['delivery', 'pickup']"
92,hWnf0d_lx44CsOHqBYJkDQ,22,2.5,[]
93,tAbCC_nDpXI896NdrVSrFg,48,3.5,[]
94,t7nW_DS9mE3vaCeVHoa71w,24,2.0,[]
95,xQf7APl1TqRoGK7Lz4tqFQ,140,3.5,"['pickup', 'delivery']"
96,vmyT6FrHQqyX1ACYOWzSzA,86,3.0,['delivery']
97,J08bemCATxF59MofRhJlhg,50,3.5,[]
98,OcPv3HVjcMBAG3xRe0k5YA,44,3.5,[]
99,1_lNofxuRR84NrIq3FVx1A,40,1.5,['delivery']
100,6hXY9ONm8V9pECGbuCUZkA,23,1.5,"['delivery', 'pickup']"
101,tQXBhngAUY271Crl3yFiBg,236,4.5,['delivery']
102,Jc5_ps4Tdp-MZbi6XMFUIg,104,3.5,"['pickup', 'delivery']"
103,IM-2yDg8izhqVC4jfLg4Hw,45,4.0,['delivery']
104,EzCsr6zphrrVS1RSf2Opxg,53,3.5,['delivery']
105,vrr6UEoYtpOviYoVdsbcww,30,3.5,[]
106,AvD7mqHN8oZwPEq-kDScuQ,5,3.0,"['delivery', 'pickup']"
107,d09ftc8gHujpQrtqhZUQtw,1,1.0,[]
108,iTIqguqOVdBSK0yMXGRNcA,108,4.0,[]
109,ilMb9IFmCc5nE78FMGiMug,176,3.5,['delivery']
110,_LSakHWf01atOwpOGDltTg,18,4.0,['delivery']
111,QmzGDyB-S1zV7TXsd65CKA,29,3.5,[]
112,x1qUWRSXe3orsbSk2GK7sA,143,4.0,"['delivery', 'pickup']"
113,8F-W9N4PJLfSTK_8g8YZbg,133,3.0,"['pickup', 'delivery']"
114,GRwl0p4gDLbwQ8r8qSxdbA,34,3.5,['delivery']
115,ujjqQs-W14IAWbw4-Pasqg,14,3.5,[]
116,Mu1luVn5x2xRz6JMeXWlnw,13,3.5,[]
117,CF_uTbpLs6kBEOzvQquwCQ,24,3.5,"['delivery', 'pickup']"
118,59CuyNn13F7Sg8klYfz9zA,167,3.5,"['pickup', 'delivery']"
119,V04R4y9m5tbdeMF8VyXg4A,17,3.0,"['pickup', 'delivery']"
120,OMgVEl3v_nctLhcqLQ0-cg,150,4.0,['delivery']
121,5hXUzBxhqzLRlqyPj4rydg,16,2.0,['delivery']
122,VWXzYxw47Ar25XcQxVY8Zw,41,3.5,"['pickup', 'delivery']"
123,_bYrR_sGfy32O1B7FWRqtA,19,2.0,['delivery']
124,-V6OEtCRXyyW37CQJsHIxA,50,4.0,['delivery']
125,nhTyY6GzwW_taNAagJF2sw,17,3.0,['delivery']
126,JMK6lxESw_OMNIOBFNDDhQ,390,4.5,"['pickup', 'delivery']"
127,hTw6m26-NtAbgqDyyToKqg,14,4.0,['delivery']
128,DdGG2J1tqamBzGnS5ZRauw,230,4.5,"['pickup', 'delivery']"
129,Mm5fCxzfGCuGMSWrdWo3yA,15,2.5,"['pickup', 'delivery']"
130,ej5wRN1VcKbiZxg9sG3Kmg,74,3.5,[]
131,binZAD0jYmEOIRwNre7UHw,28,1.5,['delivery']
132,WhgPF2MosZr0QZtnei_96g,2,4.0,[]
133,phcPmsVzNjTRhjV4n1i-2Q,5,3.5,[]
134,9BMpswBAdbZ8-SCC2-4Ivw,122,3.5,['delivery']
135,8fVKTvWCc8YElYQRUjnI8g,116,2.0,[]
136,NFs1Q3eWevofByCBfSRizw,189,4.5,[]
137,1OOAmtVx-wygPtP2ar11-A,51,3.0,[]
138,9dNMDv_YQgEs46JoeYdCPg,73,3.5,"['pickup', 'delivery']"
139,Qp4KzhuNN3F0FiyTVB7Msg,47,3.5,"['pickup', 'delivery']"
140,7lnp2ywnT9Bo2Q620L2viA,7,3.0,['delivery']
141,H7ypxWYecQbJ8Lnu6kBYHA,34,3.5,"['pickup', 'delivery']"
142,mNoDz4UC8v8_WEYo0SgkoA,27,2.5,[]
143,YPvL1ic0aaad981Umc8X6w,197,4.0,['delivery']
144,j_4yZLGtSJP76HVW8nlNFw,5,3.0,[]
145,s1fbDD1a2we5WB6nety_mQ,66,3.5,[]
146,2gJNDXfchto9n90xmWi-lA,168,4.0,[]
147,XLr90cFlRy6QxUmQje0Avg,1,4.0,[]
148,5zT-MK5LQQSngRz5oxBQgA,244,3.5,"['delivery', 'pickup']"
149,37hCxhMiqG8VR8C1x0jd1Q,351,4.5,['delivery']
150,iUOhEwzqg3yQ7-1SRZnXlA,63,3.0,['delivery']
151,_k1qpoo6W31nVaxNZ8N_rw,8,2.5,[]
152,QZ-FqlXLf55kDvjmoG2Lkw,33,2.5,['delivery']
153,sThQHsCcZGdCFpbctXJ6dg,75,2.5,"['delivery', 'pickup']"
154,ya14xXMBQ5jXJRiUz_WGww,9,4.0,"['delivery', 'pickup']"
155,3mKWosTZhN8xD5A3z6Fvgg,22,3.5,['delivery']
156,k8OIklkBcvwMDHUDkKedFA,27,3.0,"['delivery', 'pickup']"
157,EzCsr6zphrrVS1RSf2Opxg,53,3.5,['delivery']
158,v-Gs_pEku16jo3ZgJFEEiw,2,3.0,[]
159,4cL0treEWawSOfG_GFvPNw,40,2.5,['delivery']
160,SrmzyAQwhhyv-7kOGydbkw,23,2.5,['delivery']
161,Rz_KtkujG9wcNtXugpH6Ug,9,3.5,['delivery']
162,kVgXGtjvEHCykKSN5uyWdw,121,3.5,"['delivery', 'pickup']"
163,8HuvMIEadZFcuKuTyqnOTw,217,4.0,[]
164,hl8xNOAHFoPH-py0BxYuWA,167,3.5,"['delivery', 'pickup']"
165,Bw3Tkf99EfrzXhvfkiT9yA,19,4.5,[]
166,NWf6TWJrVEuN5-SJp_ltJQ,12,4.0,['delivery']
167,HNRlGu4WHLumiVsPQtxmSw,18,3.5,[]
168,N-mLkHnYxQkcQ9g8YFRtCg,31,3.5,[]
169,cT-ZtdO4TZZ9T8ZaaIXBEw,101,3.0,"['pickup', 'delivery']"
170,ASRJMlC6Q8_WPUqJniSOUw,91,3.5,"['pickup', 'delivery']"
171,LuiudAvRseYGnsXCba1PCA,302,4.0,['delivery']
172,Wc6YvZHyAfnvzvVXZ0k9rw,28,2.5,['delivery']
173,yE7qviLVdYsZgb5UNFJiGQ,122,2.0,"['delivery', 'pickup']"
174,Y3NC0y1IgCXs_J32KHjKOg,3,2.0,"['pickup', 'delivery']"
175,Iaoa-6nbf3qRsDVhn80jhA,31,4.5,[]
176,tSUxjjS-a_dhlznamSG77w,25,2.0,['delivery']
177,NP6MouR7P8ed-sWwNngr7w,15,1.5,['delivery']
178,H1GWzf69Acfp_Og65Y6iNg,50,4.5,"['pickup', 'delivery']"
179,WLBiYZvlauzWk5-ll8BmHg,5,2.0,[]
180,dvjImDwsXxSOZDJqASmbiA,67,4.5,['delivery']
181,kLqB8aYQbEZU--jTBw3BUA,37,2.5,['delivery']
182,ye1oYSwvmNvzzNXH-z3Q9Q,1,1.0,"['pickup', 'delivery']"
183,q1hB8N7Ae-WgJzdqLH97dA,18,3.5,[]
184,10XlCbBpuOTdQvMYSrpRkw,123,3.0,['delivery']
185,0KXSzPhAPMgn4zF290vSfQ,319,3.5,['delivery']
186,uPUiYryAKvbLjpjc6UkWug,29,2.5,"['delivery', 'pickup']"
187,ZFO6m3GeiCxF_4QUIded7g,161,4.0,['delivery']
188,XJrWPOX-S_Cojyve6sSHxg,17,2.5,"['pickup', 'delivery']"
189,hyYnR8AQOmlWTaVWQOyjLA,74,2.0,[]
190,4JyEH6T4U3qVcihvUnOnew,141,4.0,"['delivery', 'pickup']"
191,yGUplHUJZrP34LfEtDIItQ,12,2.5,['delivery']
192,h_mUsrKCpGO3ClZu0wJEeA,12,3.0,['delivery']
193,2ZJu0mBzdf0-noHzLyZS2w,5,2.5,[]
194,MIIXJcG3rtScq63C_gqDKA,188,3.5,[]
195,qT2y1Y9ij-YBVJ_dWFlpRQ,10,4.5,[]
196,umlaKA5Sza0-SBpp1Zn-Cw,49,3.5,[]
197,_vAeqFMzkFy7OKZv8QPHRg,50,4.0,['delivery']
198,FAGJzYeWZdGkdHBE4v4lhA,717,4.5,['delivery']
199,IybFziHCQxcGzKqAXQxk5g,5,2.5,[]
200,tx_3hsmUiQK6wzJcxEgw1Q,16,3.0,[]
201,RYJtXPn6kHa5R-SeQ8b5cg,29,4.0,[]
202,qY1MO6rOgE0hoSBdAJ8xoA,22,3.5,"['delivery', 'pickup']"
203,yyzM-PYBlUf1wuCwTTPpog,95,3.5,"['pickup', 'delivery']"
204,dM5ZQsQ4cFzTMcHshdDuRw,5,3.0,[]
205,qeabde9RHjUJD0ZUFBV2YA,411,4.0,"['pickup', 'delivery']"
206,dSmQk-JLXIOrteJ5U9LrFQ,7,5.0,['delivery']
207,8WO1GG2mO9yAZN1QyMR-3g,167,4.5,['delivery']
208,O_4oEV_CwWwuAbUt3OJu2w,20,4.0,[]
209,Mfz5RMoRvgNBQ8FUn7HO_w,1,4.0,[]
210,au0WQJx2TnOjy7LYOxusZA,155,4.5,"['pickup', 'delivery']"
211,3DSABPB5SsOHqeqRERBoOw,63,4.5,['delivery']
212,1iQKNWvjwx9Z_WbuGZFdJg,25,1.5,['delivery']
213,M4hCJIP-Y_tedJ-tuo43sQ,28,1.5,"['pickup', 'delivery']"
214,Cm8y7oX7mg7Mawx8EpPB2A,5,2.5,['delivery']
215,uaeLZvRq5JHY_I8g6I8_Cw,27,3.0,['delivery']
216,SRd-jauPrb8dRBitXa8TtA,141,4.0,['delivery']
217,BUOyBFwILQ5PLjDqYYz83g,14,2.0,[]
218,3LTcUk3dS2x-1XUz6lYa0w,36,3.5,['delivery']
219,aa143IL8Wc-hXdRqYzUv7A,3,3.5,[]
220,92am34EKwFCUoZ7Jy0TQeQ,76,4.0,[]
221,Zktwf4BNVj0gR6towUQZEQ,9,2.5,"['delivery', 'pickup']"
222,JRz8FjABlAJ41VMFoaxTGA,17,3.0,"['pickup', 'delivery']"
223,Paz7Ws5E1am2pJGkjPIcWw,155,3.5,"['pickup', 'delivery']"
224,vPKJ5hibTDbNK4BofGBHtA,182,4.0,['delivery']
225,bkVsViZHXfMuuYk_z9SG8g,89,4.5,"['pickup', 'delivery']"
226,IUE45XyfGEmtVp8sqY8D2g,115,4.0,"['pickup', 'delivery']"
227,VhXq6XZC9ORFqYJK17cNpQ,8,4.0,"['pickup', 'delivery']"
228,AFZEIF2snOsS57oW-1kHBA,10,4.0,"['pickup', 'delivery']"
229,ZPdf_MjVuSX0ot-thQkWSg,19,4.0,['delivery']
230,dvjImDwsXxSOZDJqASmbiA,67,4.5,['delivery']
231,kLqB8aYQbEZU--jTBw3BUA,37,2.5,['delivery']
232,OwSGYyYmtwdiBH-AR-fnNw,40,4.5,"['pickup', 'delivery']"
233,Qg_ySDplzP0180Md-KMwuw,62,4.5,['delivery']
234,KBkTQXeAnrJG-EMO6rFvyA,63,3.0,[]
235,AzIJvuSMwEXtZtuT78RoHA,103,4.5,"['pickup', 'delivery']"
236,MwwrcMOgzqtdUA6uQgJ-jw,2,3.5,[]
237,1ZwG3WxlNpPGbOoEVNqIYw,9,4.5,[]
238,ywHkUkxl9w03sTJoU7_k0w,49,3.5,"['pickup', 'delivery']"
239,WackFldBsE9GQDciJOxmbQ,152,4.0,"['pickup', 'delivery']"
240,KBkTQXeAnrJG-EMO6rFvyA,63,3.0,[]
241,Mh5sy_IxFgnRtKQ-nX5sbA,55,4.0,['delivery']
242,jQc8Lo-1h7lWQRVNeRaZ-Q,50,3.5,"['pickup', 'delivery']"
243,3X_HBKibwFbRa59izg_Qxw,134,3.5,['delivery']
244,JupnPb-G7_F2D_9jr2P1iw,62,4.5,[]
245,O9HQTSfFk5mB846kniCUmw,27,3.5,[]
246,qV9CRE9kxDzxHqV2iY1tjw,5,4.0,['delivery']
247,dJ_sGfnJ7mV9yxXEi9vxzw,75,4.0,"['pickup', 'delivery']"
248,fWgi3HS6Ytl4HsD9yXOW_g,90,3.5,"['pickup', 'delivery']"
249,n9GC-_T9TS05ROs1m7AYcg,210,4.5,['delivery']
250,Onw-a5wPn-q0zUX6xUrgAw,8,5.0,[]
251,2TSNwz0Rdr2S7grTy1JA8w,60,1.5,['delivery']
252,7Yo048xDSk4p3VNhg8KbvA,16,3.5,['delivery']
253,nCkleyiyw0v3Vhmef_RyOQ,16,4.5,[]
254,7Bjaf34Hf5evS6-4rX4zBQ,367,4.0,[]
255,CiilZMnnzx4vmxvhN3PRMQ,45,3.5,"['pickup', 'delivery']"
256,SL0Uh6TV-WVioCGtHpurrA,268,2.5,"['pickup', 'delivery']"
257,dvqvVVNQ2pikmBkNExVmNw,1,3.0,"['delivery', 'pickup']"
258,e7kHjwhuapJ6kHNjWhalZw,223,4.0,"['pickup', 'delivery']"
259,trHh5E7rSv1XfJldPv0n7Q,27,5.0,"['pickup', 'delivery']"
260,FKw9j6xU1NlUJpz4kA2h5A,44,3.5,"['pickup', 'delivery']"
261,1qs-c2TnvJy2KhOWtkbcXA,40,4.0,['delivery']
262,ojM_w5kZgjXhBVqSTyBvCA,32,4.0,['delivery']
263,a517lBuBQtPZxCUaDOI1yA,42,4.0,['delivery']
264,TS4CyAv92k6lJD4R4FjWhQ,6,3.5,['delivery']
265,8QafCx24GnSGSfvVbXqs0Q,290,4.0,['delivery']
266,HMHQaqcfgFbfzTb_3eAw4g,8,3.0,[]
267,W6caR4g2-i5mgJwJXUgeOg,85,4.5,['delivery']
268,bDk5idgw90P-V33nvnnagQ,3,3.5,['delivery']
269,_RSfKyxfSAAjqWZrytld9Q,4,2.0,['delivery']
270,CIgMtwd4FMm4ob8TkL0qYA,69,4.0,['pickup']
271,yK0GO81upr82oMHa5spiIw,63,3.5,"['pickup', 'delivery']"
272,bltSxKMuPWt0Wm4E5HRbCQ,69,4.0,"['pickup', 'delivery']"
273,n_cFhsc9d0abBNyA3bf9tg,120,3.5,"['delivery', 'pickup']"
274,6Hl8FiuOFJ47Ck86Wiw3oA,53,4.0,"['pickup', 'delivery']"
275,FhGVdA_TXuamAPVcHsl-MQ,72,4.5,"['pickup', 'delivery']"
276,kG2Er-5X8rabfwFzMtdmBA,65,4.5,['delivery']
277,5GjkxD8PdLyTzlFAK5L1og,35,3.5,['delivery']
278,xfiyzseBKAPEoZ79zAZb4g,31,2.5,['delivery']
279,6rsaauf9BRomoTBivjHZGg,12,4.5,[]
280,mAP8o2pHPgEjCscQe3uYvw,66,4.5,['delivery']
281,UQLtIRFhz0gLlBg_HQ_-Ng,17,2.5,"['delivery', 'pickup']"
282,b6V1EvttjBAEFsVhAFuWlQ,49,4.5,['delivery']
283,FzFcqrc1vNPwyXUsqUd4IQ,45,5.0,"['delivery', 'pickup']"
284,z7yuhjEVD844hx7lcgqziw,170,4.5,"['pickup', 'delivery']"
285,Frf1qZQ-ZOfgzzs6Jt2fgA,19,4.0,"['pickup', 'delivery']"
286,7ydC028jxHIA9ANXWQDa_g,44,2.5,"['pickup', 'delivery']"
287,wpisyGbscrHv7TBh0cuyMw,55,2.0,['delivery']
288,RsJM3F0ie0B-AtLb3-stGA,9,2.0,['delivery']
289,E--vwmk9Oq0CMTvmBAbtiQ,22,2.0,['delivery']
290,UsiOV8Rmp47qmm5PUN1YQA,27,4.5,"['pickup', 'delivery']"
291,3R9obMEXRBCSuGWpkHJC0Q,16,3.0,"['delivery', 'pickup']"
292,2A6rLDsm8wvGALOT8awbGA,156,4.0,[]
293,St5levK8eKbxemLucdF6kw,16,4.0,['delivery']
294,9VW1E3633Vn6U5140ZVL9A,57,3.0,[]
295,vt0RaUKwqdfTklblzqHv1w,1,5.0,[]
296,9pI-tpx1UpMKmqbh9HrLOg,4,2.0,['delivery']
297,4QCPa5qKa2QksgDZ66pwzQ,1,5.0,[]
298,14lOVqwedA62hQnueVd5rQ,3,4.0,[]
299,6HWp29hJthMPERxbkxvsJg,93,4.5,['delivery']
300,vqeOh_i10N0QEUkGZO8_2Q,256,4.0,[]
301,xnenfjz6XF_spKQ5Ap4xPQ,38,4.5,"['delivery', 'pickup']"
302,HWWghZQPxZZGzT9luQe01w,63,4.5,['delivery']
303,iBDAW9Wf705gMuX8zTw0GQ,23,3.5,"['delivery', 'pickup']"
304,ZOX2_0-wQE3PRLfdBPAIYQ,3,3.0,"['delivery', 'pickup']"
305,jrGPhJrzrnzjIsr7uVLECw,5,4.0,['delivery']
306,8fl0bPMJPIMB7oldq6slyg,14,2.0,[]
307,jMbJfJRb2dR2Q4cKyPW8Mg,40,3.5,"['pickup', 'delivery']"
308,QN5GW3KyUBXQda18G1JsaA,124,4.5,"['pickup', 'delivery']"
309,yu4VTPo1ysApjeqbRcqR5Q,7,3.5,"['pickup', 'delivery']"
310,ljqxEueK7fhAUgHYCbHVOQ,109,3.5,"['delivery', 'pickup']"
311,gpmpgcIe6fA4LnI3e-G90A,4,5.0,[]
312,UeVZhzjlqu3OmWk4jm5gxA,74,3.0,['delivery']
313,yqlGU8lrsabr7Vdzl3nk2w,168,4.5,"['pickup', 'delivery']"
314,lRWsjijfNN4uB-BXgsb5Xw,60,4.5,['delivery']
315,yD1Myhhmdjfl_ysZnH3IuQ,56,3.5,['delivery']
316,pAVqVeJvAEJ8_noz18Whsg,3,5.0,['delivery']
317,ITWcVBYmpgvegDdO2kPczw,74,4.5,['delivery']
318,FTOEdyHtr7qrWlRvwQc6JA,27,4.0,[]
319,ZRJvdlajIFXs0FKf88CdpQ,106,3.0,"['pickup', 'delivery']"
320,3OBwmfg_JZH7EHD-SKN3tA,51,3.5,[]
321,X7GnNcsRfV3YEHi3rh1YNQ,130,3.5,['delivery']
322,-PzlY5_x9yKdlNhGDRrrqQ,106,3.5,[]
323,4-TzaCN2qFYZPQjQvb0Oeg,8,3.0,[]
324,wyPU3aFPNn7AO83de3tPMQ,30,3.0,[]
325,M06P3WdiaHNAcIFu97Opfw,43,3.0,[]
326,y2uwFr-X3gToNEWPjqoS8w,10,3.0,[]
327,uMTMGEJaneYgYWbstjhhVw,143,3.0,[]
328,0cHIHljbDFL2gm0qEibcmA,33,3.0,[]
329,LDzBedhl1Qd5F30SrOxYOw,74,3.0,[]
330,PFE0wJ4pzMjxknbB6KneLQ,62,3.0,[]
331,rbJOh0GqhUXmm1p5YE9P5Q,58,2.5,[]
332,LvwTMFmutIpBTKQT-AnlHQ,89,2.5,[]
333,qGg1meDCesk6ZRMYJdJafw,40,2.5,[]
334,CPeMxS5wwQRJMbnz7Vk-UQ,22,2.5,[]
335,yOAvETykFckla5iz6R6yKw,99,2.5,[]
336,P9rwIuayww0uFNe8m05DJg,65,2.5,[]
337,xW89sbUF5ePpCcPIzuqZtg,25,4.0,[]
338,V7kUvKZsItUfKxn9eIz-bw,14,5.0,['delivery']
339,ERGnpH44KazAlECiSbWfyQ,29,2.0,"['pickup', 'delivery']"
340,E_5KYJZT4rsnZnfv_J0i1w,27,4.0,[]
341,alBZI2O4t95lj0bi5m3eww,66,4.0,[]
342,nQPUC1ezCxjTfhd760Qm8A,97,4.0,"['pickup', 'delivery']"
343,TN08XZ6mDg6tNeYRJPhfPg,12,4.5,[]
344,DfEo4Gt_BDjQw-zJjQCX6g,32,2.0,['delivery']
345,aHZK2mwQ-XzOGSGP3RfNzg,4,4.5,['delivery']
346,ZeMuyp7-aNasvbFZoWbGuA,11,2.5,['delivery']
347,5PF0zJx_uPjnEuMdCtGYjA,242,4.0,['delivery']
348,_Q_E46UHNJoQJp6Rz2sZlA,2,1.0,[]
349,1eHPmeyy5KREzMCVcghHaQ,2,1.0,[]
350,XMIq2-Ox6lLuz6FMqzZo8Q,145,4.5,"['delivery', 'pickup']"
351,8WUTv19XeJa4j6q80Dm5ig,62,1.5,['delivery']
352,I549nwaf6_1pdKusvCvQTA,43,4.0,['delivery']
353,9AlHC3qtEJR9oepNvv4nug,22,4.5,"['delivery', 'pickup']"
354,k8OIklkBcvwMDHUDkKedFA,27,3.0,"['delivery', 'pickup']"
355,8ieiNCaoL-1QusPTzGaEkQ,54,4.5,"['delivery', 'pickup']"
356,UFN2Pqg9KKqBkUrgXYrzeg,2,5.0,[]
357,vyhM0rtNkQrSRZdIJJjqug,1,2.0,[]
358,l_CiEDDoHTOcEMUlT5S5GQ,24,1.5,"['delivery', 'pickup']"
359,0RXgIjyxpBDDpdxi-e7-WA,34,2.0,"['pickup', 'delivery']"
360,MN9V1e9PA-EPgvjD1zdoww,304,3.5,"['delivery', 'pickup']"
361,qsobth4EVs9ODvxZ_FjeoA,72,3.0,"['pickup', 'delivery']"
362,Op0BzC100Tlj2Am5NnrzMw,28,1.5,"['delivery', 'pickup']"
363,RuJ2PluIbT0yDLkCdi9c7w,26,3.5,['delivery']
364,t_zhwvu5TE8KrjS4XbsyIQ,24,3.0,['pickup']
365,0438Efn-pptfjQzJEYDaVQ,19,4.5,['delivery']
366,bKdFf12v_f1yts3ZbnTR6A,28,4.5,['delivery']
367,CEq9O18EX3irDWOFVblHiQ,27,3.0,[]
